task_id,task_type,difficulty,instruction,input
715,translation,medium,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
716,summarization,medium,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
717,summarization,medium,"Summarize the following text in one sentence: The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity.","The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity."
718,qa,medium,"Answer the question based on the context: Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth.","Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth."
719,qa,hard,"Answer the question based on the context: Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity.","Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity."
720,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: Best purchase ever! Highly recommend to everyone.",Best purchase ever! Highly recommend to everyone.
721,translation,easy,Translate this English text to French: Thank you very much for your help.,Thank you very much for your help.
722,translation,easy,Translate this English text to French: I would like to order a coffee please.,I would like to order a coffee please.
723,classification,easy,"Classify the sentiment of this text as positive, negative, or neutral: Waste of money. Very disappointed with the quality.",Waste of money. Very disappointed with the quality.
724,translation,hard,Translate this English text to French: I love learning new languages.,I love learning new languages.
725,summarization,easy,"Summarize the following text in one sentence: The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity.","The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity."
726,reasoning,hard,Explain the reasoning behind this statement: The Earth orbits the Sun due to gravitational attraction.,The Earth orbits the Sun due to gravitational attraction.
727,summarization,easy,"Summarize the following text in one sentence: The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment.","The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment."
728,reasoning,medium,Explain the reasoning behind this statement: Metals conduct electricity because they have free electrons.,Metals conduct electricity because they have free electrons.
729,qa,medium,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
730,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: An incredible experience from start to finish.",An incredible experience from start to finish.
731,translation,easy,Translate this English text to French: Where is the nearest train station?,Where is the nearest train station?
732,reasoning,medium,"Explain the reasoning behind this statement: If all cats are mammals, and all mammals are animals, then all cats are animals.","If all cats are mammals, and all mammals are animals, then all cats are animals."
733,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The product broke after just one week of use.",The product broke after just one week of use.
734,reasoning,hard,Explain the reasoning behind this statement: Metals conduct electricity because they have free electrons.,Metals conduct electricity because they have free electrons.
735,qa,hard,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
736,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: I'm not sure how I feel about this product. It's okay I guess.",I'm not sure how I feel about this product. It's okay I guess.
737,qa,hard,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
738,translation,medium,"Translate this English text to French: Hello, how are you today?","Hello, how are you today?"
739,translation,easy,Translate this English text to French: The book is on the table.,The book is on the table.
740,reasoning,easy,Explain the reasoning behind this statement: The Earth orbits the Sun due to gravitational attraction.,The Earth orbits the Sun due to gravitational attraction.
741,reasoning,medium,Explain the reasoning behind this statement: The sky appears blue because of Rayleigh scattering.,The sky appears blue because of Rayleigh scattering.
742,translation,hard,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
743,reasoning,medium,Explain the reasoning behind this statement: Sound travels faster in water than in air due to density differences.,Sound travels faster in water than in air due to density differences.
744,reasoning,easy,Explain the reasoning behind this statement: Water boils at 100 degrees Celsius at sea level because that's when vapor pressure equals atmospheric pressure.,Water boils at 100 degrees Celsius at sea level because that's when vapor pressure equals atmospheric pressure.
745,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The book was engaging and well-written throughout.",The book was engaging and well-written throughout.
746,qa,hard,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
747,summarization,easy,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
748,reasoning,medium,Explain the reasoning behind this statement: The moon causes tides through gravitational pull on Earth's oceans.,The moon causes tides through gravitational pull on Earth's oceans.
749,classification,easy,"Classify the sentiment of this text as positive, negative, or neutral: This movie was absolutely fantastic! I loved every minute of it.",This movie was absolutely fantastic! I loved every minute of it.
750,summarization,hard,"Summarize the following text in one sentence: The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity.","The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity."
751,translation,hard,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
752,summarization,hard,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
753,summarization,medium,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
754,qa,easy,Answer the question based on the context: Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.,Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.
755,reasoning,hard,Explain the reasoning behind this statement: Ice floats on water because it is less dense than liquid water.,Ice floats on water because it is less dense than liquid water.
756,reasoning,medium,Explain the reasoning behind this statement: The moon causes tides through gravitational pull on Earth's oceans.,The moon causes tides through gravitational pull on Earth's oceans.
757,reasoning,hard,Explain the reasoning behind this statement: Metals conduct electricity because they have free electrons.,Metals conduct electricity because they have free electrons.
758,reasoning,medium,Explain the reasoning behind this statement: Metals conduct electricity because they have free electrons.,Metals conduct electricity because they have free electrons.
759,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The book was engaging and well-written throughout.",The book was engaging and well-written throughout.
760,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: Not worth the price. There are better alternatives.",Not worth the price. There are better alternatives.
761,qa,hard,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
762,reasoning,medium,Explain the reasoning behind this statement: Ice floats on water because it is less dense than liquid water.,Ice floats on water because it is less dense than liquid water.
763,reasoning,hard,Explain the reasoning behind this statement: Plants grow toward light because of phototropism.,Plants grow toward light because of phototropism.
764,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: The product broke after just one week of use.",The product broke after just one week of use.
765,summarization,hard,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
766,translation,easy,Translate this English text to French: Where is the nearest train station?,Where is the nearest train station?
767,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: The service was terrible and the food was cold.",The service was terrible and the food was cold.
768,summarization,easy,"Summarize the following text in one sentence: The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment.","The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment."
769,qa,medium,"Answer the question based on the context: Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth.","Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth."
770,translation,hard,Translate this English text to French: Where is the nearest train station?,Where is the nearest train station?
771,translation,hard,Translate this English text to French: The book is on the table.,The book is on the table.
772,translation,hard,"Translate this English text to French: Hello, how are you today?","Hello, how are you today?"
773,summarization,hard,"Summarize the following text in one sentence: Climate change is one of the most pressing issues of our time. Rising global temperatures are causing ice caps to melt, sea levels to rise, and weather patterns to become more extreme. Scientists agree that human activities, particularly the burning of fossil fuels, are the primary cause.","Climate change is one of the most pressing issues of our time. Rising global temperatures are causing ice caps to melt, sea levels to rise, and weather patterns to become more extreme. Scientists agree that human activities, particularly the burning of fossil fuels, are the primary cause."
774,reasoning,medium,Explain the reasoning behind this statement: Metals conduct electricity because they have free electrons.,Metals conduct electricity because they have free electrons.
775,reasoning,medium,Explain the reasoning behind this statement: The Earth orbits the Sun due to gravitational attraction.,The Earth orbits the Sun due to gravitational attraction.
776,summarization,medium,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
777,qa,hard,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
778,qa,hard,Answer the question based on the context: Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.,Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.
779,summarization,easy,"Summarize the following text in one sentence: The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity.","The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity."
780,reasoning,medium,Explain the reasoning behind this statement: Plants grow toward light because of phototropism.,Plants grow toward light because of phototropism.
781,qa,medium,"Answer the question based on the context: Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth.","Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth."
782,translation,medium,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
783,qa,hard,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
784,qa,easy,"Answer the question based on the context: Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity.","Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity."
785,reasoning,medium,Explain the reasoning behind this statement: Vaccines work by training the immune system to recognize pathogens.,Vaccines work by training the immune system to recognize pathogens.
786,qa,easy,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
787,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The service was terrible and the food was cold.",The service was terrible and the food was cold.
788,qa,medium,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
789,translation,easy,Translate this English text to French: Where is the nearest train station?,Where is the nearest train station?
790,reasoning,medium,Explain the reasoning behind this statement: The moon causes tides through gravitational pull on Earth's oceans.,The moon causes tides through gravitational pull on Earth's oceans.
791,qa,easy,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
792,reasoning,hard,Explain the reasoning behind this statement: Sound travels faster in water than in air due to density differences.,Sound travels faster in water than in air due to density differences.
793,summarization,easy,"Summarize the following text in one sentence: Artificial intelligence has made significant progress in recent years. Machine learning algorithms can now perform tasks that were once thought to require human intelligence. Deep learning, a subset of machine learning, has been particularly successful in areas like image recognition and natural language processing.","Artificial intelligence has made significant progress in recent years. Machine learning algorithms can now perform tasks that were once thought to require human intelligence. Deep learning, a subset of machine learning, has been particularly successful in areas like image recognition and natural language processing."
794,reasoning,easy,Explain the reasoning behind this statement: Plants grow toward light because of phototropism.,Plants grow toward light because of phototropism.
795,classification,easy,"Classify the sentiment of this text as positive, negative, or neutral: This restaurant exceeded all my expectations.",This restaurant exceeded all my expectations.
796,qa,hard,Answer the question based on the context: Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.,Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.
797,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: I'm not sure how I feel about this product. It's okay I guess.",I'm not sure how I feel about this product. It's okay I guess.
798,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: I'm not sure how I feel about this product. It's okay I guess.",I'm not sure how I feel about this product. It's okay I guess.
799,translation,hard,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
800,translation,hard,Translate this English text to French: Where is the nearest train station?,Where is the nearest train station?
801,qa,medium,"Answer the question based on the context: Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.","Question: What is photosynthesis? Context: Photosynthesis is the process by which plants convert light energy into chemical energy. Plants use sunlight, water, and carbon dioxide to produce glucose and oxygen."
802,classification,easy,"Classify the sentiment of this text as positive, negative, or neutral: Not worth the price. There are better alternatives.",Not worth the price. There are better alternatives.
803,summarization,hard,"Summarize the following text in one sentence: Artificial intelligence has made significant progress in recent years. Machine learning algorithms can now perform tasks that were once thought to require human intelligence. Deep learning, a subset of machine learning, has been particularly successful in areas like image recognition and natural language processing.","Artificial intelligence has made significant progress in recent years. Machine learning algorithms can now perform tasks that were once thought to require human intelligence. Deep learning, a subset of machine learning, has been particularly successful in areas like image recognition and natural language processing."
804,summarization,medium,"Summarize the following text in one sentence: Climate change is one of the most pressing issues of our time. Rising global temperatures are causing ice caps to melt, sea levels to rise, and weather patterns to become more extreme. Scientists agree that human activities, particularly the burning of fossil fuels, are the primary cause.","Climate change is one of the most pressing issues of our time. Rising global temperatures are causing ice caps to melt, sea levels to rise, and weather patterns to become more extreme. Scientists agree that human activities, particularly the burning of fossil fuels, are the primary cause."
805,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The product broke after just one week of use.",The product broke after just one week of use.
806,summarization,hard,"Summarize the following text in one sentence: The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity.","The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity."
807,classification,easy,"Classify the sentiment of this text as positive, negative, or neutral: Waste of money. Very disappointed with the quality.",Waste of money. Very disappointed with the quality.
808,reasoning,hard,Explain the reasoning behind this statement: The sky appears blue because of Rayleigh scattering.,The sky appears blue because of Rayleigh scattering.
809,qa,medium,Answer the question based on the context: Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.,Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.
810,reasoning,hard,Explain the reasoning behind this statement: Metals conduct electricity because they have free electrons.,Metals conduct electricity because they have free electrons.
811,summarization,hard,"Summarize the following text in one sentence: The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment.","The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment."
812,qa,easy,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
813,qa,easy,Answer the question based on the context: Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.,Question: When did World War II end? Context: World War II was a global conflict that lasted from 1939 to 1945. It ended in 1945 with the surrender of Germany in May and Japan in September.
814,qa,hard,"Answer the question based on the context: Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth.","Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth."
815,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: The book was engaging and well-written throughout.",The book was engaging and well-written throughout.
816,qa,hard,"Answer the question based on the context: Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth.","Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth."
817,summarization,hard,"Summarize the following text in one sentence: The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment.","The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment."
818,translation,hard,"Translate this English text to French: Good morning, have a great day!","Good morning, have a great day!"
819,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The service was terrible and the food was cold.",The service was terrible and the food was cold.
820,summarization,easy,"Summarize the following text in one sentence: The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment.","The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment."
821,qa,easy,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
822,qa,medium,"Answer the question based on the context: Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth.","Question: Who wrote Romeo and Juliet? Context: William Shakespeare was an English playwright and poet. He wrote many famous plays including Romeo and Juliet, Hamlet, and Macbeth."
823,translation,medium,"Translate this English text to French: Good morning, have a great day!","Good morning, have a great day!"
824,qa,hard,"Answer the question based on the context: Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity.","Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity."
825,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: The book was engaging and well-written throughout.",The book was engaging and well-written throughout.
826,summarization,easy,"Summarize the following text in one sentence: Artificial intelligence has made significant progress in recent years. Machine learning algorithms can now perform tasks that were once thought to require human intelligence. Deep learning, a subset of machine learning, has been particularly successful in areas like image recognition and natural language processing.","Artificial intelligence has made significant progress in recent years. Machine learning algorithms can now perform tasks that were once thought to require human intelligence. Deep learning, a subset of machine learning, has been particularly successful in areas like image recognition and natural language processing."
827,translation,medium,Translate this English text to French: I would like to order a coffee please.,I would like to order a coffee please.
828,translation,hard,Translate this English text to French: Can you help me find my way?,Can you help me find my way?
829,qa,hard,"Answer the question based on the context: Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage.","Question: What is the capital of France? Context: France is a country in Western Europe. Its capital and largest city is Paris, known for the Eiffel Tower and rich cultural heritage."
830,qa,medium,"Answer the question based on the context: Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity.","Question: What is the speed of light? Context: The speed of light in a vacuum is approximately 299,792,458 meters per second. This is considered the universal speed limit according to Einstein's theory of relativity."
831,summarization,easy,"Summarize the following text in one sentence: Climate change is one of the most pressing issues of our time. Rising global temperatures are causing ice caps to melt, sea levels to rise, and weather patterns to become more extreme. Scientists agree that human activities, particularly the burning of fossil fuels, are the primary cause.","Climate change is one of the most pressing issues of our time. Rising global temperatures are causing ice caps to melt, sea levels to rise, and weather patterns to become more extreme. Scientists agree that human activities, particularly the burning of fossil fuels, are the primary cause."
832,translation,easy,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
833,reasoning,medium,Explain the reasoning behind this statement: Vaccines work by training the immune system to recognize pathogens.,Vaccines work by training the immune system to recognize pathogens.
834,reasoning,medium,Explain the reasoning behind this statement: The moon causes tides through gravitational pull on Earth's oceans.,The moon causes tides through gravitational pull on Earth's oceans.
835,summarization,easy,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
836,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: The product broke after just one week of use.",The product broke after just one week of use.
837,reasoning,hard,Explain the reasoning behind this statement: The Earth orbits the Sun due to gravitational attraction.,The Earth orbits the Sun due to gravitational attraction.
838,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: The service was terrible and the food was cold.",The service was terrible and the food was cold.
839,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: An incredible experience from start to finish.",An incredible experience from start to finish.
840,summarization,hard,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
841,summarization,easy,"Summarize the following text in one sentence: The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity.","The human brain is an incredibly complex organ. It contains approximately 86 billion neurons that communicate through trillions of connections. Despite decades of research, scientists are still working to understand how consciousness emerges from neural activity."
842,reasoning,medium,Explain the reasoning behind this statement: The sky appears blue because of Rayleigh scattering.,The sky appears blue because of Rayleigh scattering.
843,summarization,hard,"Summarize the following text in one sentence: Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers.","Quantum computing represents a paradigm shift in computational power. Unlike classical computers that use bits, quantum computers use qubits that can exist in multiple states simultaneously. This allows them to solve certain problems exponentially faster than traditional computers."
844,translation,easy,Translate this English text to French: Can you help me find my way?,Can you help me find my way?
845,translation,easy,Translate this English text to French: This is a wonderful opportunity.,This is a wonderful opportunity.
846,summarization,hard,"Summarize the following text in one sentence: The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment.","The internet has revolutionized how we communicate and access information. What started as a military research project has become an essential part of modern life. Today, billions of people use the internet daily for work, education, and entertainment."
847,translation,hard,"Translate this English text to French: Hello, how are you today?","Hello, how are you today?"
848,reasoning,medium,Explain the reasoning behind this statement: Ice floats on water because it is less dense than liquid water.,Ice floats on water because it is less dense than liquid water.
849,classification,medium,"Classify the sentiment of this text as positive, negative, or neutral: Waste of money. Very disappointed with the quality.",Waste of money. Very disappointed with the quality.
850,classification,hard,"Classify the sentiment of this text as positive, negative, or neutral: Best purchase ever! Highly recommend to everyone.",Best purchase ever! Highly recommend to everyone.
851,reasoning,easy,"Explain the reasoning behind this statement: If all cats are mammals, and all mammals are animals, then all cats are animals.","If all cats are mammals, and all mammals are animals, then all cats are animals."
852,translation,medium,Translate this English text to French: The weather is beautiful this morning.,The weather is beautiful this morning.
853,reasoning,easy,Explain the reasoning behind this statement: The sky appears blue because of Rayleigh scattering.,The sky appears blue because of Rayleigh scattering.
